0,602464;0,395905;0,344265;0,275412;0,223772;0,215166;0,206559;0,197952;0,197952;0,189346;0,180739;0,604196;0,395852;0,340294;0,277791;0,222233;0,215288;0,208343;0,201399;0,194454;0,187509;0,180564;0,182021;0,182496;0,18297;0,183682;0,184157;0,184632;0,185106;0,185581;0,186055;0,18653;0,187005;0,187479;0,187954;0,188666;0,189141;0,189853;0,190327;0,191039;0,191514;0,191988;0,192463;0,192938;0,193412;0,193887;0,194362;0,194599;0,195073;0,195311;0,271126;0,275915;0,280335;0,285492;0,291018;0,291755;0,292492;0,293228;0,293965;0,29507;0,295807;0,296544;0,268768;0,331161;0,331161;0,355158;0,379155;0,393554;0,326362;0,302364;0,292766;1
0,460789;0,357627;0,32324;0,29573;0,26822;0,26822;0,261343;0,261343;0,254465;0,247588;0,247588;0,477277;0,372509;0,325945;0,296843;0,26192;0,26192;0,2561;0,250279;0,244459;0,238638;0,238638;0,181786;0,18202;0,182489;0,182957;0,183426;0,183894;0,184597;0,1853;0,185768;0,186471;0,187174;0,187643;0,188345;0,188814;0,189517;0,190219;0,190688;0,191391;0,191859;0,192328;0,192796;0,193265;0,193499;0,193968;0,194436;0,19467;0,195139;0,195607;0,269906;0,273913;0,280105;0,285933;0,291032;0,292125;0,292853;0,293582;0,294675;0,295403;0,296132;0,29686;0,418851;0,360302;0,337783;0,342287;0,270226;0,297249;0,265723;0,328775;0,351294;1
0,504063;0,38468;0,338253;0,311723;0,265297;0,258664;0,238767;0,232134;0,225502;0,212237;0,205605;0,507189;0,385905;0,341801;0,314237;0,264621;0,253595;0,237056;0,231543;0,220517;0,209491;0,203978;0,180883;0,181588;0,182294;0,183;0,18347;0,184176;0,184646;0,185352;0,185822;0,186528;0,187233;0,187939;0,188645;0,18935;0,189821;0,190526;0,190997;0,191467;0,191938;0,192173;0,192643;0,193114;0,193349;0,19382;0,19429;0,194525;0,194996;0,195466;0,269871;0,275349;0,280827;0,287035;0,291052;0,291782;0,292512;0,293243;0,293973;0,294704;0,295799;0,296529;0,334317;0,313091;0,344931;0,334317;0,350237;0,329011;0,344931;0,323704;0,323704;1
0,511101;0,404898;0,39826;0,292058;0,232319;0,225681;0,225681;0,219043;0,212405;0,205768;0,19913;0,511459;0,405831;0,400272;0,289085;0,233492;0,227933;0,222373;0,216814;0,211255;0,205695;0,200136;0,180688;0,181171;0,181654;0,182137;0,182378;0,18262;0,183103;0,183586;0,184069;0,184794;0,185519;0,186485;0,187451;0,188417;0,189384;0,19035;0,191316;0,192041;0,192766;0,19349;0,193973;0,194698;0,195181;0,195664;0,195906;0,196389;0,196872;0,197114;0,26922;0,272208;0,277062;0,285276;0,291624;0,292744;0,293491;0,294611;0,295358;0,296105;0,296852;0,297599;0,4313;0,4313;0,34504;0,34504;0,30191;0,312693;0,262374;0,25878;0,255186;1
0,508812;0,385243;0,319825;0,283481;0,254406;0,247137;0,239868;0,239868;0,239868;0,239868;0,2326;0,51066;0,390505;0,324419;0,282365;0,252326;0,246318;0,240311;0,240311;0,234303;0,234303;0,228295;0,181475;0,181955;0,182436;0,182917;0,183638;0,184119;0,18484;0,185561;0,186042;0,186763;0,187484;0,187964;0,188686;0,189407;0,189887;0,190368;0,190849;0,19133;0,19181;0,192291;0,192531;0,193012;0,193252;0,193493;0,193974;0,194214;0,194695;0,195175;0,270873;0,275006;0,281017;0,286652;0,29116;0,291912;0,292663;0,293414;0,29379;0,294541;0,295293;0,29642;0,562354;0,346064;0,250897;0,250897;0,246571;0,255222;0,263874;0,346064;0,35039;1
0,559402;0,458709;0,358017;0,268513;0,223761;0,212573;0,201385;0,190197;0,190197;0,190197;0,179009;0,552731;0,457731;0,354094;0,267729;0,224547;0,215911;0,207274;0,198638;0,198638;0,190001;0,181365;0,183218;0,183452;0,183921;0,184156;0,18439;0,18486;0,185094;0,185563;0,186033;0,186736;0,18744;0,188144;0,188848;0,189317;0,189786;0,190255;0,19049;0,190959;0,191194;0,191428;0,191897;0,192132;0,192601;0,19307;0,193305;0,193774;0,194009;0,194478;0,274342;0,277241;0,281953;0,287026;0,290288;0,291013;0,291737;0,292462;0,293187;0,293912;0,294637;0,295362;0,420291;0,309271;0,626471;0,22204;0,277551;0,309271;0,22204;0,19032;0,16653;1
0,554633;0,376022;0,319619;0,282017;0,235014;0,235014;0,235014;0,225613;0,225613;0,225613;0,225613;0,54921;0,376601;0,32168;0,282451;0,235376;0,235376;0,235376;0,22753;0,22753;0,22753;0,22753;0,182646;0,183116;0,183822;0,184293;0,184764;0,185235;0,185941;0,186412;0,186882;0,187353;0,187588;0,188059;0,18853;0,188765;0,189236;0,189707;0,190177;0,190648;0,190884;0,191354;0,191825;0,192296;0,192531;0,193002;0,193237;0,193708;0,194179;0,194414;0,273193;0,277941;0,282324;0,286341;0,290359;0,291089;0,29182;0,29255;0,29328;0,294011;0,294741;0,295472;0,244672;0,312637;0,339823;0,294513;0,321699;0,330761;0,339823;0,416849;0,371539;1
0,618364;0,388971;0,299208;0,229393;0,219419;0,219419;0,219419;0,209446;0,209446;0,209446;0,219419;0,605474;0,393165;0,306669;0,235899;0,220172;0,220172;0,220172;0,212309;0,212309;0,212309;0,220172;0,180086;0,181034;0,181745;0,182456;0,18293;0,183404;0,183641;0,184114;0,184351;0,185062;0,185536;0,186484;0,187195;0,188143;0,189091;0,190038;0,190986;0,191934;0,192645;0,193356;0,194067;0,19454;0,195014;0,195488;0,195962;0,196199;0,196673;0,197147;0,270715;0,275111;0,278042;0,284636;0,291229;0,291962;0,293061;0,293794;0,294893;0,295625;0,296358;0,297091;0,383285;0,263039;0,263039;0,270554;0,37577;0,345708;0,345708;0,338193;0,383285;1
0,469715;0,393731;0,352286;0,31084;0,262488;0,248672;0,241765;0,241765;0,234857;0,22795;0,221042;0,47687;0,396434;0,356216;0,310253;0,258544;0,247053;0,241308;0,235562;0,229817;0,224071;0,218326;0,183534;0,183773;0,184011;0,18425;0,184488;0,184726;0,184965;0,185441;0,18568;0,185918;0,186395;0,186871;0,187348;0,187825;0,18854;0,189255;0,18997;0,190685;0,1914;0,192115;0,192592;0,193069;0,193545;0,194022;0,194499;0,194737;0,195214;0,195452;0,272588;0,275543;0,279237;0,284777;0,290687;0,291795;0,292534;0,293642;0,29438;0,295119;0,295858;0,296597;0,444701;0,390348;0,350819;0,331055;0,311291;0,281644;0,271762;0,286585;0,291526;1
0,515307;0,376035;0,320326;0,278545;0,236763;0,236763;0,236763;0,236763;0,243726;0,25069;0,257654;0,520249;0,375735;0,31793;0,277466;0,237002;0,237002;0,237002;0,237002;0,242783;0,248563;0,254344;0,182048;0,182291;0,182777;0,18302;0,183506;0,18375;0,184236;0,184722;0,185208;0,185937;0,186423;0,187152;0,187638;0,188125;0,188854;0,18934;0,190069;0,190798;0,191527;0,192256;0,192986;0,193715;0,194444;0,19493;0,195416;0,195902;0,196145;0,196631;0,271067;0,274826;0,279338;0,284601;0,290617;0,291744;0,292872;0,294;0,294752;0,295504;0,296256;0,297008;0,554277;0,358148;0,294193;0,315511;0,298457;0,285666;0,251556;0,277138;0,260084;1
